,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.EUR.price,quote.EUR.volume_24h,quote.EUR.volume_change_24h,quote.EUR.percent_change_1h,quote.EUR.percent_change_24h,quote.EUR.percent_change_7d,quote.EUR.percent_change_30d,quote.EUR.percent_change_60d,quote.EUR.percent_change_90d,quote.EUR.market_cap,quote.EUR.market_cap_dominance,quote.EUR.fully_diluted_market_cap,quote.EUR.tvl,quote.EUR.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
14,512,Stellar,XLM,stellar,693,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30779755753.786972,50001786892.81798,False,,15,,,,2025-03-25T16:23:00.000Z,0.2702230214156361,150392187.98179632,-13.1779,-0.5933842,0.77437722,9.5789075,-10.82791908,-33.9926955,-23.31734908,8317398598.223625,0.3128,13511639312.978138,,2025-03-25T16:22:02.000Z,,,,,,2025-03-25 17:23:47.328710
15,4642,Hedera,HBAR,hedera,332,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42219399509.35889,50000000000.0,False,,16,,,,2025-03-25T16:23:00.000Z,0.18321151219458706,202415843.95389542,0.0209,-0.22262636,3.33373944,7.69184779,-5.24029713,-41.68202897,-36.30375531,7735080028.057049,0.2909,9160575609.731329,,2025-03-25T16:22:02.000Z,,,,,,2025-03-25 17:23:47.328710
16,5994,Shiba Inu,SHIB,shiba-inu,940,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",589552695333683.0,589251861154876.6,589505789763360.1,False,,17,589552695333683.0,8005356082.56526,,2025-03-25T16:23:00.000Z,1.2562315859208049e-05,182745168.23441702,15.1489,-0.54451957,0.37783759,9.96509007,-12.17670348,-33.17684028,-40.39869678,7402368000.453766,0.2784,7406147174.433562,,2025-03-25T16:22:02.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-03-25 17:23:47.328710
17,20947,Sui,SUI,sui,580,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio']",10000000000.0,3169845047.4838877,10000000000.0,False,,18,3169845047.4838877,7830282047.802297,,2025-03-25T16:23:00.000Z,2.285341238365084,651055416.8654495,-0.1979,-0.25502758,1.90341392,9.49756944,-25.28030821,-44.09501034,-45.19432004,7244177606.242256,0.2725,22853412383.65082,,2025-03-25T16:22:02.000Z,,,,,,2025-03-25 17:23:47.328710
18,6636,Polkadot,DOT,polkadot-new,876,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'osmosis-ecosystem', 'layer-1']",,1561287555.0414689,1561287555.0414689,True,,19,,,,2025-03-25T16:23:00.000Z,4.314994153692202,152178252.5415269,-12.8789,-0.70292057,-0.80583247,8.79375912,-5.98884674,-27.789504,-37.00893243,6736946672.236329,0.2534,6736946672.240733,,2025-03-25T16:22:02.000Z,,,,,,2025-03-25 17:23:47.328710
19,2,Litecoin,LTC,litecoin,1333,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'layer-1', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75558468.3040892,84000000.0,False,,20,,,,2025-03-25T16:23:00.000Z,86.40028114937334,395230674.1259311,-16.0024,-0.42283347,-0.50958254,5.62334232,-26.90580866,-22.79924364,-13.43114962,6528272904.689321,0.2455,7257623616.551929,,2025-03-25T16:22:02.000Z,,,,,,2025-03-25 17:23:47.328710
20,1831,Bitcoin Cash,BCH,bitcoin-cash,991,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19846968.75,19846968.75,False,,21,,,,2025-03-25T16:23:00.000Z,310.14182688481185,191821928.2690199,-12.1488,-0.42605475,0.97841252,1.1390744,3.21745586,-23.66506262,-27.10648169,6155375146.250771,0.2315,6512978364.581253,,2025-03-25T16:22:02.000Z,,,,,,2025-03-25 17:23:47.328710
0,1,Bitcoin,BTC,bitcoin,11998,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19841846.0,19841846.0,False,,1,,,,2025-03-25T17:12:00.000Z,81620.66697735956,28261617643.01217,4.4304,0.31225564,0.06509335,8.00758798,-7.51558986,-16.74968307,-10.06859294,1619504704582.0542,60.6791,1714034006524.5554,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
1,1027,Ethereum,ETH,ethereum,10077,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'avalanche-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120641812.26109944,120641812.26109944,True,,2,,,,2025-03-25T17:12:00.000Z,1922.0778092665635,10878508885.730585,-13.2038,0.13542261,-0.24902483,10.31536117,-25.98630698,-38.61630513,-39.72249812,231882950216.76202,8.6941,231882950216.76144,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
2,825,Tether USDt,USDT,tether,121158,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'avalanche-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem', 'world-liberty-financial-portfolio']",,143778115476.15387,145879139792.73602,True,,3,,,,2025-03-25T17:12:00.000Z,0.9250827355520138,53979645849.43443,-8.0321,0.00087475,0.00874004,0.04183191,0.00439939,0.00719893,0.10819482,133006652377.19376,4.9835,134950273699.43694,,2025-03-25T17:12:02.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-03-25 18:13:46.686008
3,52,XRP,XRP,xrp,1560,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58158111605.0,99986323420.0,False,,4,,,,2025-03-25T17:12:00.000Z,2.2575547764074466,2391203367.4648767,-19.591,0.01713947,-0.81549119,9.07219909,-4.11784277,-22.47057801,7.58796975,131295122640.70508,4.9227,225755477640.74252,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
4,1839,BNB,BNB,bnb,2411,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142472648.93,142472648.93,False,,5,,,,2025-03-25T17:12:00.000Z,585.724756160955,2085598143.4288864,29.2655,0.03009773,-0.42839475,0.0531185,-2.99017732,-7.50322202,-9.44865057,83449757554.1296,3.1288,83449757554.13333,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
5,5426,Solana,SOL,solana,856,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,511339445.39394486,596937941.8031554,True,,6,,,,2025-03-25T17:12:00.000Z,134.4433332358993,3283873950.1673517,-8.7315,-0.39151071,2.10989248,18.17648885,-13.08651524,-44.66394688,-26.10643803,68746179453.75807,2.5758,80254326630.99413,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
6,3408,USDC,USDC,usd-coin,26480,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'avalanche-ecosystem', 'hedera-hashgraph-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,59762856468.23192,59762856468.23192,False,,7,,,,2025-03-25T17:12:00.000Z,0.9248392524610395,8378802156.164416,-3.9715,-0.00144793,-0.01401004,0.0081889,-0.00643452,-0.00637149,-0.0075384,55271035501.016014,2.0723,55271035501.02059,,2025-03-25T17:12:02.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-03-25 18:13:46.686008
7,74,Dogecoin,DOGE,dogecoin,1182,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148577706383.70526,148577706383.70526,True,,8,,,,2025-03-25T17:12:00.000Z,0.17690864988945326,1499319984.143877,41.5321,0.01090123,4.97683063,16.57056822,-20.86755528,-46.64997311,-41.64930571,26284681440.012897,0.9871,26284681440.011223,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
8,2010,Cardano,ADA,cardano,1485,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35238941062.750435,44994940568.06273,False,,9,,,,2025-03-25T17:13:00.000Z,0.6990320831037906,1019482750.6680844,28.6598,-0.47294634,3.51744641,9.97349846,-1.09122837,-23.51927551,-16.60362884,24633150377.46614,0.9236,31456443739.674995,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
9,1958,TRON,TRX,tron,1137,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,95004061127.10806,95004080182.09785,True,,10,,,,2025-03-25T17:13:00.000Z,0.21059397822996595,350725576.6868295,-38.7339,0.04239231,-0.86184845,1.23167511,-6.50771028,-11.85117079,-10.92601799,20007283180.760548,0.7501,20007287193.625874,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
10,1975,Chainlink,LINK,chainlink,1964,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,11,,,,2025-03-25T17:13:00.000Z,14.291205287560995,292602237.5001778,-20.8524,0.38366145,2.2287733,13.64842963,-11.93292971,-40.27481032,-36.54239311,9390750572.191038,0.3518,14291205287.55675,,2025-03-25T17:12:02.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-03-25 18:13:46.686008
11,5805,Avalanche,AVAX,avalanche,889,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,414786479.40096205,451455979.40096205,False,,12,,,,2025-03-25T17:12:00.000Z,20.95230468541727,282413961.7556466,-37.6976,-0.17594605,5.5561343,22.81781363,-7.33947363,-37.37166279,-43.65432502,8690732695.80051,0.3256,14996585238.688208,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
12,11419,Toncoin,TON,toncoin,702,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2482294640.418319,5125553127.915772,True,,13,,,,2025-03-25T17:12:00.000Z,3.37312795794981,99481317.33410342,-17.5692,-0.1884638,-2.40289498,1.14466543,-3.0321174,-29.09286719,-38.67092125,8373097451.464003,0.3139,17289146555.726585,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
13,3957,UNUS SED LEO,LEO,unus-sed-leo,57,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923870755.9,985239504.0,False,,14,,,,2025-03-25T17:13:00.000Z,9.039854598174731,2516635.0125110177,14.6092,0.00334608,0.02863859,0.51553881,0.23711318,0.57064193,2.70575087,8351657300.841779,0.3131,8906421860.535433,,2025-03-25T17:12:02.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-03-25 18:13:46.686008
14,512,Stellar,XLM,stellar,693,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30779755451.982582,50001786892.81798,False,,15,,,,2025-03-25T17:12:00.000Z,0.26995760717638995,151066214.9687981,-12.8522,-0.17849438,0.80312826,9.66308723,-11.44064113,-33.16178537,-23.17317287,8309229131.291661,0.3121,13498368121.463978,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
15,4642,Hedera,HBAR,hedera,332,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42219399509.3599,50000000000.0,False,,16,,,,2025-03-25T17:12:00.000Z,0.18249185605726148,204268267.9267305,1.6916,-0.10966483,2.5963847,7.54386189,-5.97760105,-41.71151283,-37.01140552,7704696578.086123,0.2889,9124592802.86231,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
16,5994,Shiba Inu,SHIB,shiba-inu,940,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",589552695333683.0,589251861154876.6,589505789763360.1,False,,17,589552695333683.0,8060999982.520014,,2025-03-25T17:13:00.000Z,1.264661267914701e-05,180248495.60759255,11.5062,0.39356416,1.34193094,11.0603967,-11.64084178,-32.4434298,-39.76999169,7452040058.492236,0.2794,7455844591.832238,,2025-03-25T17:12:02.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-03-25 18:13:46.686008
17,20947,Sui,SUI,sui,580,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio']",10000000000.0,3169845047.4838877,10000000000.0,False,,18,3169845047.4838877,7813631778.632159,,2025-03-25T17:12:00.000Z,2.279936938710377,658640171.8485641,-0.0144,-0.13955172,1.41561043,9.29251469,-25.38776549,-44.29917328,-45.4472113,7227046813.746665,0.2714,22799369387.108322,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
18,6636,Polkadot,DOT,polkadot-new,876,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'osmosis-ecosystem', 'layer-1']",,1561309039.2367013,1561309039.2367013,True,,19,,,,2025-03-25T17:12:00.000Z,4.32051411405831,151601316.95524007,-13.9829,-0.15152741,-0.23992189,9.60698386,-5.91195831,-27.40906939,-36.86598872,6745657740.428987,0.2529,6745657740.428879,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
19,2,Litecoin,LTC,litecoin,1333,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'layer-1', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75558468.3040892,84000000.0,False,,20,,,,2025-03-25T17:12:00.000Z,86.50398985505676,392022587.41137785,-17.1908,-0.06370561,-0.32881127,5.86299399,-26.57558031,-22.38258232,-12.83205866,6536108975.640561,0.2455,7266335147.821886,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
20,1831,Bitcoin Cash,BCH,bitcoin-cash,991,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19846978.125,19846978.125,False,,21,,,,2025-03-25T17:12:00.000Z,311.9306138860094,193656838.2811876,-10.8178,0.32890834,0.8862767,1.84268793,3.208594,-22.96040304,-26.10574742,6190880070.313449,0.2321,6550542891.606582,,2025-03-25T17:12:02.000Z,,,,,,2025-03-25 18:13:46.686008
0,1,Bitcoin,BTC,bitcoin,11998,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19841846.0,19841846.0,False,,1,,,,2025-03-25T17:14:00.000Z,81566.08458108295,28103437621.326115,3.34,0.32383101,0.06683672,7.90135265,-7.53557978,-16.79110346,-10.15081159,1618421689080.8225,60.7475,1712887776202.741,,2025-03-25T17:11:08.000Z,,,,,,2025-03-25 18:14:47.125796
1,1027,Ethereum,ETH,ethereum,10077,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'avalanche-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120641812.26109944,120641812.26109944,True,,2,,,,2025-03-25T17:14:00.000Z,1920.0646611321533,10765265112.14811,-15.8169,0.11882768,-0.4579476,10.18212807,-26.03293205,-38.63876153,-39.78659359,231640080377.47678,8.6855,231640080377.47336,,2025-03-25T17:11:08.000Z,,,,,,2025-03-25 18:14:47.125796
